Rupture,Magnitude,Aggregate Loss
trt=08|ses=0001|src=4-353|rup=005-02,4.4500000,3451683.6027500
trt=08|ses=0001|src=5-245|rup=005-01,4.4500000,3451579.5209000
trt=08|ses=0001|src=5-48|rup=004-01,4.3500000,3418075.0408500
trt=08|ses=0001|src=4-30|rup=008-01,4.7500000,3386148.0879500
trt=08|ses=0001|src=6-418|rup=009-01,4.8500000,3355175.7864300
trt=08|ses=0001|src=7-249|rup=009-01,4.8500000,3321133.8811500
trt=07|ses=0001|src=2-657|rup=016-01,5.5500000,3196239.5117000
trt=08|ses=0001|src=4-235|rup=008-01,4.7500000,3185883.7844900
trt=07|ses=0001|src=1-63|rup=012-01,5.1500000,3164474.0151200
trt=08|ses=0001|src=7-383|rup=009-01,4.8500000,3121163.0683000
trt=08|ses=0001|src=4-353|rup=005-01,4.4500000,3084098.8988300
trt=08|ses=0001|src=4-356|rup=003-01,4.2500000,3061080.0369300
trt=08|ses=0001|src=6-270|rup=009-01,4.8500000,2992920.4128500
trt=08|ses=0001|src=8-74|rup=010-01,4.9500000,2955686.1629700
trt=08|ses=0001|src=4-488|rup=003-01,4.2500000,2911420.3684200
trt=08|ses=0001|src=5-272|rup=008-01,4.7500000,2826316.0568700
trt=07|ses=0001|src=0-157|rup=014-01,5.3500000,2822498.1074800
trt=08|ses=0001|src=8-13|rup=007-01,4.6500000,2796998.0568000
trt=08|ses=0001|src=6-154|rup=006-01,4.5500000,2786943.5631300
trt=08|ses=0001|src=6-434|rup=009-01,4.8500000,2756589.8440800
trt=08|ses=0001|src=3-172|rup=011-01,5.0500000,2752596.9334000
trt=08|ses=0001|src=6-476|rup=007-01,4.6500000,2634605.9943700
trt=07|ses=0001|src=1-169|rup=012-01,5.1500000,2633139.2922300
trt=08|ses=0001|src=5-195|rup=004-01,4.3500000,2621067.8204100
trt=07|ses=0001|src=0-431|rup=010-01,4.9500000,2617434.3043600
trt=08|ses=0001|src=8-276|rup=006-01,4.5500000,2610247.2633100
trt=07|ses=0001|src=0-101|rup=009-01,4.8500000,2609438.0585100
trt=08|ses=0001|src=4-109|rup=007-01,4.6500000,2605146.8423900
trt=08|ses=0001|src=4-495|rup=003-01,4.2500000,2600615.7651800
trt=07|ses=0001|src=2-1649|rup=017-01,5.6500000,2595458.0862600
trt=07|ses=0001|src=0-189|rup=008-01,4.7500000,2517253.3812200
